"id","length","diameter","height","volume","weight","shucked_weight","viscera_weight","shell_weight","rings","sex"
3105,55.43,43.51,16.58,26.95,74.592,28.49,16.99,23.31,15,"M"
3108,68.38,54.39,18.65,46.45,165.397,80.445,41.129,37.348,10,"F"
3109,74.59,56.98,21.24,60.85,224.294,114.53,54.39,41.854,10,"M"
3110,62.16,46.1,13.99,27.05,95.364,46.102,21.083,26.211,9,"J"
3112,61.64,48.17,15.02,30.07,82.414,35.483,18.596,25.123,10,"F"
3114,67.86,53.87,17.09,42.58,146.024,60.71,30.148,41.958,9,"M"
3116,60.09,47.14,15.54,29.39,115.41,49.365,22.326,27.454,8,"M"
3119,49.73,39.37,13.99,18.31,54.701,20.72,14.452,16.576,14,"M"
3120,72.52,55.43,16.58,43.47,178.762,65.268,27.299,55.944,19,"M"
3126,59.05,45.58,12.95,23.39,89.614,38.073,17.871,27.972,12,"F"
3127,67.86,51.8,14.5,33.17,121.264,55.996,32.893,29.526,12,"F"
3130,62.16,46.62,14.5,27.51,86.713,38.332,18.337,25.123,10,"F"
3131,21.76,15.54,5.7,1.29,4.817,1.761,1.243,1.554,5,"J"
3134,53.87,41.44,13.47,19.72,60.347,24.139,14.141,18.648,10,"J"
3137,43.51,33.67,10.36,9.99,38.125,17.353,6.475,11.759,11,"J"
3142,46.62,35.22,9.84,10.88,33.618,14.349,6.63,10.878,8,"J"
3151,64.75,48.17,14.5,29.94,123.802,49.987,21.238,41.44,13,"M"
3153,54.91,44.03,13.47,21.82,72.727,30.821,14.452,22.792,9,"M"
3156,73.56,58.02,18.13,51.14,178.606,58.638,47.397,47.915,13,"M"
3161,68.89,55.94,18.13,45.25,139.549,51.334,26.314,42.994,17,"M"
3163,64.75,51.8,20.2,45.46,141.828,60.865,22.637,38.332,17,"M"
3171,75.63,58.02,19.68,60.92,201.243,82.776,53.82,58.586,11,"F"
3173,51.28,38.85,14.5,19.27,51.178,18.752,10.101,19.788,8,"J"
3175,50.25,37.81,9.32,11.91,67.444,32.789,13.675,18.648,8,"J"
3176,39.89,28.49,11.91,9.14,27.817,10.101,8.547,8.806,8,"M"
3179,59.05,46.62,13.99,26,80.86,34.654,19.166,21.756,8,"F"
3183,46.62,35.74,12.43,13.93,43.149,17.146,9.842,13.986,9,"F"
3184,70.45,55.94,16.06,40.59,158.922,69.516,39.264,39.782,10,"M"
3186,63.2,48.69,17.09,35.61,108.987,51.593,25.071,27.661,9,"M"
3189,63.71,48.69,15.02,31.49,106.553,45.947,29.267,29.526,11,"M"
3190,47.66,39.37,13.47,16.77,66.2,31.08,15.799,16.576,11,"F"
3194,51.28,39.37,12.43,17.26,49.106,20.409,11.033,16.006,10,"M"
3196,20.72,15.02,6.22,1.3,3.833,1.295,0.984,1.14,4,"J"
3199,64.23,52.84,15.54,34.03,150.842,60.192,29.785,33.152,13,"F"
3206,59.57,44.03,13.99,25.61,82.517,37.71,20.306,24.76,10,"J"
3213,27.45,20.72,6.73,2.57,10.101,4.144,2.124,2.901,7,"J"
3214,77.18,58.53,22.27,69.42,200.052,92.826,47.501,51.8,11,"M"
3215,55.43,41.96,14.5,21.97,84.745,41.647,17.767,19.58,7,"M"
3216,41.44,31.08,12.95,11.05,43.201,19.788,9.324,12.173,9,"M"
3222,39.37,24.35,10.36,6.58,26.729,10.93,5.594,8.288,7,"M"
3223,60.61,48.69,17.61,34.67,113.856,41.181,24.087,37.089,20,"F"
3227,39.37,31.6,10.88,8.8,29.112,10.826,6.371,9.324,12,"F"
3230,55.43,43.51,15.02,23.33,95.934,41.233,20.357,25.9,17,"J"
3234,68.89,57.5,20.2,53.37,149.029,60.192,36.674,37.296,17,"F"
3235,39.37,27.97,8.29,6.24,21.808,8.961,4.351,7.252,8,"J"
3241,39.37,31.08,9.32,7.92,33.307,16.006,7.77,9.842,9,"F"
3242,53.35,38.85,11.4,15.75,62.833,31.132,13.572,15.54,6,"F"
3244,21.76,15.54,5.18,1.18,3.989,1.606,0.881,1.036,3,"M"
3247,79.77,64.23,20.2,70.14,260.606,115.566,66.459,66.511,12,"M"
3248,61.12,49.21,15.02,31.29,100.958,48.433,21.445,26.832,10,"J"
3249,64.23,50.25,18.13,40.09,125.926,56.462,26.211,35.742,10,"F"
3254,54.39,44.03,12.95,20.86,84.123,41.803,17.664,20.202,8,"M"
3255,52.32,40.4,10.88,14.97,67.91,26.884,18.648,19.684,11,"M"
3256,55.94,43.51,19.68,31.26,71.018,30.355,16.887,39.368,10,"M"
3260,36.26,27.45,9.84,6.53,20.616,7.563,5.076,6.216,5,"J"
3264,59.05,46.62,16.06,30.47,123.647,53.147,21.756,35.535,10,"M"
3265,76.15,59.05,21.76,67.24,231.598,121.264,47.967,55.063,10,"M"
3267,65.27,53.35,16.58,39.54,105.258,43.667,25.278,36.778,19,"M"
3271,60.09,47.66,19.17,37.56,105.361,36.415,20.72,33.152,10,"F"
3272,50.25,37.81,16.06,21.28,106.604,43.875,23.673,32.427,8,"M"
3280,36.78,29.01,9.84,6.98,25.434,9.894,6.423,7.77,11,"M"
3283,56.46,44.55,15.54,26.25,76.871,36.519,16.369,21.549,10,"J"
3285,58.53,45.58,13.99,24.09,79.565,34.24,14.349,25.641,9,"J"
3289,62.68,48.69,11.91,24.3,115.41,40.663,30.148,32.116,15,"M"
3292,54.91,44.03,13.47,22.52,80.912,40.456,20.772,22.274,9,"J"
3293,27.45,20.2,6.22,2.38,9.531,3.574,2.59,2.538,6,"J"
3294,65.27,51.8,16.58,37.23,126.392,50.816,31.08,35.742,14,"F"
3298,51.8,41.96,16.06,23.66,79.979,35.846,15.903,25.382,12,"M"
3305,53.87,41.96,14.5,22.66,70.085,29.681,15.126,21.238,15,"J"
3307,72.52,54.39,19.68,50.89,170.577,88.526,31.805,41.388,9,"F"
3309,51.8,38.33,11.91,16.39,59.518,31.702,11.603,14.608,7,"J"
3315,67.34,53.35,18.13,44.46,153.38,54.856,28.179,54.39,20,"M"
3321,70.45,52.84,20.72,51.36,166.537,73.97,35.12,48.744,11,"F"
3325,66.82,51.28,15.54,35.71,125.304,62.471,23.051,35.12,9,"M"
3329,60.09,48.17,15.02,28.78,102.201,48.692,22.326,25.9,11,"F"
3330,40.4,30.04,9.32,7.63,27.195,12.121,5.594,7.977,7,"J"
3333,24.35,17.61,6.73,1.95,6.475,2.383,1.45,2.279,6,"J"
3335,48.69,37.81,12.43,15.46,60.295,30.044,9.531,15.126,8,"F"
3342,22.27,17.61,5.7,1.46,6.268,2.124,1.45,2.072,6,"J"
3346,58.53,47.14,15.54,28.19,85.004,37.814,16.472,26.936,18,"F"
3348,54.91,42.48,12.95,20.05,79.668,35.846,17.923,22.274,9,"M"
3354,48.69,38.85,11.91,14.83,44.185,17.457,7.822,15.54,8,"M"
3359,47.66,35.74,12.43,14.17,43.046,20.513,9.169,11.085,7,"J"
3362,25.38,20.2,6.22,2.05,9.842,4.61,2.538,2.694,4,"J"
3365,38.85,27.97,8.81,6.35,22.585,9.79,4.04,7.252,7,"J"
3366,59.05,41.96,16.58,26.6,95.778,35.69,22.637,30.562,19,"M"
3367,60.09,46.62,20.2,37.87,85.625,41.803,17.923,23.31,9,"F"
3374,57.5,47.14,16.58,30.39,109.557,40.663,23.621,30.355,13,"M"
3375,33.15,24.86,7.25,4.03,13.779,6.061,2.642,4.248,6,"J"
3378,33.67,25.38,7.25,4.23,16.68,7.822,2.642,4.662,6,"J"
3384,60.09,48.17,17.09,33.5,114.115,41.854,21.704,36.26,11,"F"
3389,52.32,39.89,15.02,20.32,70.189,24.45,18.544,20.72,15,"M"
3391,60.09,43.51,14.5,25.91,72.624,34.033,10.567,23.362,9,"J"
3392,39.89,31.08,9.84,8.07,24.864,9.169,6.112,8.806,9,"M"
3393,46.62,34.71,9.84,10.82,36.312,16.731,6.475,12.277,7,"J"
3394,45.58,35.74,10.36,11.21,37.918,12.639,9.376,12.432,13,"J"
3395,63.71,49.21,16.06,33.59,106.397,46.309,25.9,29.526,9,"F"
3397,59.05,46.62,14.5,27.39,96.089,49.417,16.628,26.055,8,"M"
3409,59.57,49.21,16.58,32.04,115.41,51.334,28.438,30.044,9,"M"
3410,75.11,58.02,21.76,65.43,221.808,67.34,41.233,104.118,18,"F"
3413,65.79,50.76,17.61,38.09,130.691,55.789,27.609,39.368,9,"F"
3415,46.1,37.3,11.4,13.41,43.875,18.855,7.925,14.504,9,"J"
3416,72.52,60.61,19.17,58.62,187.257,73.09,33.307,49.21,29,"F"
3422,65.79,50.25,17.09,39.74,131.52,58.379,31.753,35.172,11,"F"
3424,47.66,35.74,11.4,12.85,47.604,24.346,9.169,12.018,7,"M"
3425,73.56,59.05,20.2,58.3,205.18,102.823,51.023,49.728,12,"F"
3429,56.98,44.55,15.02,25.98,73.763,31.339,15.747,23.31,10,"J"
3430,40.4,30.56,9.84,8.11,21.031,9.065,4.662,7.77,7,"J"
3431,64.23,48.17,19.68,41.24,138.979,59.104,32.893,36.778,11,"M"
3436,63.71,47.14,13.47,27.09,100.337,50.764,18.855,27.506,10,"M"
3437,59.05,46.1,15.02,27.35,90.909,42.683,22.481,22.792,8,"F"
3439,50.25,38.33,11.91,15.55,65.993,39.368,13.831,13.261,7,"J"
3441,52.84,38.85,11.4,15.59,60.14,29.681,12.225,15.333,7,"F"
3442,54.39,41.44,14.5,22.73,72.054,24.916,16.576,26.211,10,"J"
3446,60.09,45.07,14.5,26.05,98.731,49.21,22.429,21.704,9,"F"
3452,38.33,29.01,10.36,7.79,22.896,12.069,2.745,6.579,6,"J"
3455,64.75,50.76,16.06,35.07,115.514,50.142,28.697,32.064,9,"F"
3459,65.27,52.32,17.09,37.49,130.536,46.879,28.542,42.062,14,"M"
3461,45.58,35.74,10.88,12.07,44.393,17.094,8.599,13.675,11,"F"
3468,68.38,54.39,18.65,47.48,153.121,60.243,39.472,38.539,10,"M"
3470,33.67,24.86,7.77,4.25,15.747,6.734,3.16,4.662,6,"J"
3474,34.19,26.42,8.81,5.09,17.146,6.527,4.04,6.216,8,"J"
3477,69.41,55.94,20.72,55.8,151.256,66.667,33.981,43.149,9,"F"
3478,65.79,53.35,17.09,40.93,127.324,52.37,30.821,36.623,10,"M"
3483,70.45,55.94,21.76,56.26,185.289,86.454,42.269,45.273,13,"M"
3485,64.23,49.73,23.83,49.22,113.287,41.751,25.382,36.778,14,"F"
3487,58.02,44.03,13.99,22.8,85.004,38.487,19.166,24.45,9,"J"
3488,40.4,32.12,10.36,9.21,31.287,12.018,6.63,11.914,11,"J"
3493,71.48,56.98,20.72,59.26,162.548,71.173,38.073,47.656,12,"F"
3494,20.72,15.02,5.18,1.05,3.73,1.295,0.829,1.14,4,"J"
3496,65.27,50.76,17.61,38.23,125.926,47.915,21.186,32.168,10,"F"
3499,60.09,49.21,15.54,30.57,100.492,39.886,22.429,36.26,11,"M"
3504,64.75,50.25,16.58,36.28,119.14,54.442,26.625,34.343,11,"J"
3507,39.89,31.08,10.36,8.77,28.231,11.551,5.905,8.288,6,"F"
3508,40.4,32.12,8.81,7.94,35.638,18.752,7.2,8.184,7,"J"
3510,46.62,35.74,11.91,13.23,51.386,19.736,12.121,14.504,12,"F"
3513,54.39,44.55,17.09,27.37,89.562,38.954,20.15,26.055,16,"M"
3515,72,54.91,15.54,43.35,153.017,66.045,31.339,44.548,14,"M"
3521,52.32,40.4,15.54,22.08,70.966,37.503,13.572,16.162,8,"J"
3524,59.05,46.62,15.54,27.75,99.922,55.012,19.58,21.652,9,"F"
3525,54.39,39.89,13.47,19.59,62.885,24.398,12.95,20.202,8,"J"
3526,52.84,40.92,12.43,17.29,63.973,27.143,12.639,19.995,12,"F"
3527,33.15,25.9,8.29,4.86,16.213,5.905,3.522,6.216,9,"J"
3533,49.21,37.81,10.88,13.94,43.253,17.042,10.256,13.157,7,"J"
3534,32.63,23.83,8.29,4.19,14.245,5.646,3.212,4.61,5,"J"
3537,57.5,44.03,14.5,25.07,99.767,45.584,23.206,24.864,7,"F"
3540,54.91,44.55,14.5,22.87,70.137,30.873,9.997,23.828,8,"J"
3545,63.71,47.66,19.68,40.6,110.438,44.911,23.414,34.188,13,"J"
3546,55.94,44.55,14.5,24.67,84.9,40.767,17.871,23.776,9,"J"
3552,52.32,40.4,18.13,26.03,71.691,27.661,15.54,22.274,12,"F"
3561,70.97,54.39,18.13,46.17,177.156,56.099,32.012,60.088,16,"F"
